charges,Erin_charges,Count,Craig_charges,Craig_edit,2C_added
2C:29-2A(2); 2C:29-1A,2C:29-1(A) & 2C:29-2A(2),1,2C:29-1(A) & 2C:29-2A(2),OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
RESISTING / OBSTRUCTING,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCTING RESISTING ,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCTING; RESISTING ARREST,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-2A. 2C:29-1A,2C:29-1(A) & 2C:29-2(A),1,2C:29-1(A) & 2C:29-2(A),OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
RESISTING ARREST & OBSTRUCTING,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-2A(2)/ 2C:29-1A,2C:29-1(A) & 2C:29-2A(2),1,2C:29-1(A) & 2C:29-2A(2),OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBST. RESISTING,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-2 / 2C:29-1,2C:29-1 & 2C:29-2,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-2 /2C:29-1,2C:29-1 & 2C:29-2,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
RESIST. OBSTRUCT,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
RESISTING - OBSTRUCTION,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-2 2C:29-1A,2C:29-1(A) & 2C:29-2,1,2C:29-1(A) & 2C:29-2,2C:29-1(A) & 2C:29-2,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-2A(1) AND 2C:29-1A,2C:29-1(A) & 2C:29-2A(1),1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-1A/ 2C:29-2A,2C:29-1(A) & 2C:29-2(A),1,2C:29-1(A) & 2C:29-2(A),OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-1A + 2C:29-2A(1),2C:29-1(A) & 2C:29-2A(1),1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-2A(2) / 2C:29-1A,2C:29-1(A) & 2C:29-2A(2),1,2C:29-1(A) & 2C:29-2A(2),OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCTION: RESISTING,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-1(A)/ 2C:29-2,2C:29-1(A) & 2C:29-2,1,2C:29-1(A) & 2C:29-2,2C:29-1(A) & 2C:29-2,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
RESISTING ARREST OBSTRUCTING ADMIN OF LAW,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCTION. RESISTING,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-2A(2) 2C:29-1A,2C:29-1(A) & 2C:29-2A(2),1,2C:29-1(A) & 2C:29-2A(2),OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCTING - RESISTING ARREST,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-2A-2C:29-1A,2C:29-2A-2C:29-1A,1,2C:29-2A-2C:29-1A,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-1(A) & 2C:29-2(A),2C:29-1(A) & 2C:29-2(A),1,2C:29-1(A) & 2C:29-2(A),OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
"OBSTRUCTING,RESISTING",OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCTING-RESISTING,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCTION /RESISTING,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCTION LAW / GOVERNMENT FUNCTION & RESISTING ARREST,OBSTRUCTION LAW / GOVERNMENT FUNCTION & RESISTING ARREST,1,OBSTRUCTION LAW / GOVERNMENT FUNCTION & RESISTING ARREST,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCTION. RESISTING ARREST,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-1A/2C:29-2(A)1,2C:29-1(A) & 2C:29-2A(1),1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBST. / RESISTING,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-1A - 2C:29-2A,2C:29-1(A) & 2C:29-2(A),1,2C:29-1(A) & 2C:29-2(A),OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-1A-2C:29-2A,2C:29-1A-2C:29-2A,1,2C:29-1A-2C:29-2A,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-2 2C:29-1,2C:29-1 & 2C:29-2,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
RESISTING ARREST; OBSTRUCTION OF JUSTICE,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-1A / 2C:29-2A1,2C:29-1(A) & 2C:29-2A(1),1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
2C:29-2A(1) / 2C:29-1A,2C:29-1(A) & 2C:29-2A(1),1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
"OBSTRUCTION,. RESISTING ARREST",OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCTION- RESISTING,OBSTRUCTION & RESISTING,1,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER,OBSTRUCTION & RESISTING ARREST/ELUDING OFFICER
OBSTRUCTION & RESISTING BY FLIGHT,OBSTRUCTION & RESISTING BY FLIGHT,1,OBSTRUCTION & RESISTING BY FLIGHT,OBSTRUCTION & RESISTING BY FLIGHT,OBSTRUCTION & RESISTING BY FLIGHT
SIMPLE ASSAULT/ OBSTRUCTION,OBSTRUCTION & SIMPLE ASSAULT,1,OBSTRUCTION & SIMPLE ASSAULT,OBSTRUCTION & SIMPLE ASSAULT,OBSTRUCTION & SIMPLE ASSAULT
OBSTRUCTION SIMPLE ASSAULT,OBSTRUCTION & SIMPLE ASSAULT,1,OBSTRUCTION & SIMPLE ASSAULT,OBSTRUCTION & SIMPLE ASSAULT,OBSTRUCTION & SIMPLE ASSAULT
SIMPLE ASSAULT; OBSTRUCTION,OBSTRUCTION & SIMPLE ASSAULT,1,OBSTRUCTION & SIMPLE ASSAULT,OBSTRUCTION & SIMPLE ASSAULT,OBSTRUCTION & SIMPLE ASSAULT
OBSTRUCTION 2C:23-6(1) TAMPERING,OBSTRUCTION 2C:23-6(1) TAMPERING,1,OBSTRUCTION 2C:23-6(1) TAMPERING,OBSTRUCTION 2C:23-6(1) TAMPERING,OBSTRUCTION 2C:23-6(1) TAMPERING
OBSTRUCTION 2C:28-1(A),OBSTRUCTION 2C:28-1(A),1,OBSTRUCTION 2C:28-1(A),OBSTRUCTION 2C:28-1(A),OBSTRUCTION 2C:28-1(A)
OBSTRUCTION 2C:29 ILLEGIBLE,OBSTRUCTION 2C:29 ILLEGIBLE,1,OBSTRUCTION 2C:29 ILLEGIBLE,OBSTRUCTION 2C:29 ILLEGIBLE,OBSTRUCTION 2C:29 ILLEGIBLE
OBSTRUCTION 2C:29-1 ELUDING 2C:29-2,OBSTRUCTION 2C:29-1 ELUDING 2C:29-2,1,OBSTRUCTION 2C:29-1 ELUDING 2C:29-2,OBSTRUCTION 2C:29-1 ELUDING 2C:29-2,OBSTRUCTION 2C:29-1 ELUDING 2C:29-2
OBSTRUCTION 2C:29-1 RESISTING 2C:29-2A,OBSTRUCTION 2C:29-1 RESISTING 2C:29-2A,1,OBSTRUCTION 2C:29-1 RESISTING 2C:29-2A,OBSTRUCTION 2C:29-1 RESISTING 2C:29-2A,OBSTRUCTION 2C:29-1 RESISTING 2C:29-2A
OBSTRUCTION 2C:29-1/ RESISTING 2C:29-2,OBSTRUCTION 2C:29-1/ RESISTING 2C:29-2,1,OBSTRUCTION 2C:29-1/ RESISTING 2C:29-2,OBSTRUCTION 2C:29-1/ RESISTING 2C:29-2,OBSTRUCTION 2C:29-1/ RESISTING 2C:29-2
OBSTRUCTION 2C:29-1A OTHER OUTSTANDING WARRANTS,OBSTRUCTION 2C:29-1A OTHER OUTSTANDING WARRANTS,1,OBSTRUCTION 2C:29-1A OTHER OUTSTANDING WARRANTS,OBSTRUCTION 2C:29-1A OTHER OUTSTANDING WARRANTS,OBSTRUCTION 2C:29-1A OTHER OUTSTANDING WARRANTS
OBSTRUCTION 2C:29-1A RESISTING ARREST 2C:29-2A(2),OBSTRUCTION 2C:29-1A RESISTING ARREST 2C:29-2A(2),1,OBSTRUCTION 2C:29-1A RESISTING ARREST 2C:29-2A(2),OBSTRUCTION 2C:29-1A RESISTING ARREST 2C:29-2A(2),OBSTRUCTION 2C:29-1A RESISTING ARREST 2C:29-2A(2)
OBSTRUCTION 2C:29-1A/RESISTING ARREST 2C:29-2A,OBSTRUCTION 2C:29-1A/RESISTING ARREST 2C:29-2A,1,OBSTRUCTION 2C:29-1A/RESISTING ARREST 2C:29-2A,OBSTRUCTION 2C:29-1A/RESISTING ARREST 2C:29-2A,OBSTRUCTION 2C:29-1A/RESISTING ARREST 2C:29-2A
OBSTRUCTION 4TH,OBSTRUCTION 4TH,1,OBSTRUCTION 4TH,OBSTRUCTION 4TH,OBSTRUCTION 4TH
OBSTRUCTION ADM LAW RESISTING ARREST,OBSTRUCTION ADM LAW RESISTING ARREST,1,OBSTRUCTION ADM LAW RESISTING ARREST,OBSTRUCTION ADM LAW RESISTING ARREST,OBSTRUCTION ADM LAW RESISTING ARREST
OBSTRUCTION ADMIN / LAW,OBSTRUCTION ADMIN / LAW,1,OBSTRUCTION ADMIN / LAW,OBSTRUCTION ADMIN / LAW,OBSTRUCTION ADMIN / LAW
OBSTRUCTION ADMIN JUSTICE,OBSTRUCTION ADMIN JUSTICE,1,OBSTRUCTION ADMIN JUSTICE,OBSTRUCTION ADMIN JUSTICE,OBSTRUCTION ADMIN JUSTICE
OBSTRUCTION ADMIN OF LAW IMPROPER BEHAVIOR RESISTING ARREST,OBSTRUCTION ADMIN OF LAW IMPROPER BEHAVIOR RESISTING ARREST,1,OBSTRUCTION ADMIN OF LAW IMPROPER BEHAVIOR RESISTING ARREST,OBSTRUCTION ADMIN OF LAW IMPROPER BEHAVIOR RESISTING ARREST,OBSTRUCTION ADMIN OF LAW IMPROPER BEHAVIOR RESISTING ARREST
OBSTRUCTION ADMIN OF LAW RESISTING,OBSTRUCTION ADMIN OF LAW RESISTING,1,OBSTRUCTION ADMIN OF LAW RESISTING,OBSTRUCTION ADMIN OF LAW RESISTING,OBSTRUCTION ADMIN OF LAW RESISTING
OBSTRUCTION ADMIN OF LAW RESISTING ARREST,OBSTRUCTION ADMIN OF LAW RESISTING ARREST,1,OBSTRUCTION ADMIN OF LAW RESISTING ARREST,OBSTRUCTION ADMIN OF LAW RESISTING ARREST,OBSTRUCTION ADMIN OF LAW RESISTING ARREST
OBSTRUCTION ADMINISTRATION OF A POLICE OFFICER,OBSTRUCTION ADMINISTRATION OF A POLICE OFFICER,1,OBSTRUCTION ADMINISTRATION OF A POLICE OFFICER,OBSTRUCTION ADMINISTRATION OF A POLICE OFFICER,OBSTRUCTION ADMINISTRATION OF A POLICE OFFICER
OBSTRUCTION ADMINISTRATION OF JUSTICE,OBSTRUCTION ADMINISTRATION OF JUSTICE,1,OBSTRUCTION ADMINISTRATION OF JUSTICE,OBSTRUCTION ADMINISTRATION OF JUSTICE,OBSTRUCTION ADMINISTRATION OF JUSTICE
OBSTRUCTION ADMINISTRATION OF LAW (S-0408-2013-5640) AND RESISTING ARREST (S-0408-2013-5640),OBSTRUCTION ADMINISTRATION OF LAW (S-0408-2013-5640) AND RESISTING ARREST (S-0408-2013-5640),1,OBSTRUCTION ADMINISTRATION OF LAW (S-0408-2013-5640) AND RESISTING ARREST (S-0408-2013-5640),OBSTRUCTION ADMINISTRATION OF LAW (S-0408-2013-5640) AND RESISTING ARREST (S-0408-2013-5640),OBSTRUCTION ADMINISTRATION OF LAW (S-0408-2013-5640) AND RESISTING ARREST (S-0408-2013-5640)
OBSTRUCTION ADMINISTRATION OF LAW AND RESISTING ARREST,OBSTRUCTION ADMINISTRATION OF LAW AND RESISTING ARREST,1,OBSTRUCTION ADMINISTRATION OF LAW AND RESISTING ARREST,OBSTRUCTION ADMINISTRATION OF LAW AND RESISTING ARREST,OBSTRUCTION ADMINISTRATION OF LAW AND RESISTING ARREST
OBSTRUCTION ADMINISTRATION OF LAW AND RESISTING ARREST TO FORCE,OBSTRUCTION ADMINISTRATION OF LAW AND RESISTING ARREST TO FORCE,1,OBSTRUCTION ADMINISTRATION OF LAW AND RESISTING ARREST TO FORCE,OBSTRUCTION ADMINISTRATION OF LAW AND RESISTING ARREST TO FORCE,OBSTRUCTION ADMINISTRATION OF LAW AND RESISTING ARREST TO FORCE
OBSTRUCTION AGG ASSAULT ON P/O,OBSTRUCTION AGG ASSAULT ON P/O,1,OBSTRUCTION AGG ASSAULT ON P/O,OBSTRUCTION AGG ASSAULT ON P/O,OBSTRUCTION AGG ASSAULT ON P/O
OBSTRUCTION AGG ASSAULT TAKING CONVEYANCE ESCAPE,OBSTRUCTION AGG ASSAULT TAKING CONVEYANCE ESCAPE,1,OBSTRUCTION AGG ASSAULT TAKING CONVEYANCE ESCAPE,OBSTRUCTION AGG ASSAULT TAKING CONVEYANCE ESCAPE,OBSTRUCTION AGG ASSAULT TAKING CONVEYANCE ESCAPE
OBSTRUCTION AGG ASSAULT/RESISTING,OBSTRUCTION AGG ASSAULT/RESISTING,1,OBSTRUCTION AGG ASSAULT/RESISTING,OBSTRUCTION AGG ASSAULT/RESISTING,OBSTRUCTION AGG ASSAULT/RESISTING
OBSTRUCTION AND DV SIMPLE ASSAULT,OBSTRUCTION AND DV SIMPLE ASSAULT,1,OBSTRUCTION AND DV SIMPLE ASSAULT,OBSTRUCTION AND DV SIMPLE ASSAULT,OBSTRUCTION AND DV SIMPLE ASSAULT
OBSTRUCTION AND DWI,OBSTRUCTION AND DWI,1,OBSTRUCTION AND DWI,OBSTRUCTION AND DWI,OBSTRUCTION AND DWI
OBSTRUCTION AND HINDERING APPREHENSION OF ANOTHER,OBSTRUCTION AND HINDERING APPREHENSION OF ANOTHER,1,OBSTRUCTION AND HINDERING APPREHENSION OF ANOTHER,OBSTRUCTION AND HINDERING APPREHENSION OF ANOTHER,OBSTRUCTION AND HINDERING APPREHENSION OF ANOTHER
OBSTRUCTION AND POSSESSION MARIJUANA,OBSTRUCTION AND POSSESSION MARIJUANA,1,OBSTRUCTION AND POSSESSION MARIJUANA,OBSTRUCTION AND POSSESSION MARIJUANA,OBSTRUCTION AND POSSESSION MARIJUANA
OBSTRUCTION AND POSSESSION OF CDS,OBSTRUCTION AND POSSESSION OF CDS,1,OBSTRUCTION AND POSSESSION OF CDS,OBSTRUCTION AND POSSESSION OF CDS,OBSTRUCTION AND POSSESSION OF CDS
OBSTRUCTION AND RESISTING.,OBSTRUCTION AND RESISTING.,1,OBSTRUCTION AND RESISTING.,OBSTRUCTION AND RESISTING.,OBSTRUCTION AND RESISTING.
OBSTRUCTION AND RIOT,OBSTRUCTION AND RIOT,1,OBSTRUCTION AND RIOT,OBSTRUCTION AND RIOT,OBSTRUCTION AND RIOT
OBSTRUCTION ASSAULT RESISTING ARREST,OBSTRUCTION ASSAULT RESISTING ARREST,1,OBSTRUCTION ASSAULT RESISTING ARREST,OBSTRUCTION ASSAULT RESISTING ARREST,OBSTRUCTION ASSAULT RESISTING ARREST
OBSTRUCTION AT GOVT. FUNCTION,OBSTRUCTION AT GOVT. FUNCTION,1,OBSTRUCTION AT GOVT. FUNCTION,OBSTRUCTION AT GOVT. FUNCTION,OBSTRUCTION AT GOVT. FUNCTION
OBSTRUCTION BY FEELING ON FOOT WHILE UNDER THE INVESTIGATION OF AN ARMED ROBBERY OF A MOTOR VEHICLE,OBSTRUCTION BY FEELING ON FOOT WHILE UNDER THE INVESTIGATION OF AN ARMED ROBBERY OF A MOTOR VEHICLE,1,OBSTRUCTION BY FEELING ON FOOT WHILE UNDER THE INVESTIGATION OF AN ARMED ROBBERY OF A MOTOR VEHICLE,OBSTRUCTION BY FEELING ON FOOT WHILE UNDER THE INVESTIGATION OF AN ARMED ROBBERY OF A MOTOR VEHICLE,OBSTRUCTION BY FEELING ON FOOT WHILE UNDER THE INVESTIGATION OF AN ARMED ROBBERY OF A MOTOR VEHICLE
OBSTRUCTION CONNECTION,OBSTRUCTION CONNECTION,1,OBSTRUCTION CONNECTION,OBSTRUCTION CONNECTION,OBSTRUCTION CONNECTION
OBSTRUCTION CONTEMPT,OBSTRUCTION CONTEMPT,1,OBSTRUCTION CONTEMPT,OBSTRUCTION CONTEMPT,OBSTRUCTION CONTEMPT
OBSTRUCTION CRIM MISC,OBSTRUCTION CRIM MISC,1,OBSTRUCTION CRIM MISC,OBSTRUCTION CRIM MISC,OBSTRUCTION CRIM MISC
OBSTRUCTION DUI,OBSTRUCTION DUI,1,OBSTRUCTION DUI,OBSTRUCTION DUI,OBSTRUCTION DUI
OBSTRUCTION DWI ASSAULT,OBSTRUCTION DWI ASSAULT,1,OBSTRUCTION DWI ASSAULT,OBSTRUCTION DWI ASSAULT,OBSTRUCTION DWI ASSAULT
OBSTRUCTION ELUDING,OBSTRUCTION ELUDING,1,OBSTRUCTION ELUDING,OBSTRUCTION ELUDING,OBSTRUCTION ELUDING
OBSTRUCTION GOV FUNCTION,OBSTRUCTION GOV FUNCTION,1,OBSTRUCTION GOV FUNCTION,OBSTRUCTION GOV FUNCTION,OBSTRUCTION GOV FUNCTION
OBSTRUCTION GOV RESISTING ARREST,OBSTRUCTION GOV RESISTING ARREST,1,OBSTRUCTION GOV RESISTING ARREST,OBSTRUCTION GOV RESISTING ARREST,OBSTRUCTION GOV RESISTING ARREST
OBSTRUCTION GOV. RESISTING ARREST,OBSTRUCTION GOV. RESISTING ARREST,1,OBSTRUCTION GOV. RESISTING ARREST,OBSTRUCTION GOV. RESISTING ARREST,OBSTRUCTION GOV. RESISTING ARREST
OBSTRUCTION ILLEGIBLE OF LAW,OBSTRUCTION ILLEGIBLE OF LAW,1,OBSTRUCTION ILLEGIBLE OF LAW,OBSTRUCTION ILLEGIBLE OF LAW,OBSTRUCTION ILLEGIBLE OF LAW
OBSTRUCTION JUSTICE HINDERING APPREHENSION RESISTING ARREST,OBSTRUCTION JUSTICE HINDERING APPREHENSION RESISTING ARREST,1,OBSTRUCTION JUSTICE HINDERING APPREHENSION RESISTING ARREST,OBSTRUCTION JUSTICE HINDERING APPREHENSION RESISTING ARREST,OBSTRUCTION JUSTICE HINDERING APPREHENSION RESISTING ARREST
OBSTRUCTION LAW/ GOVERNMENTAL FUNCTION,OBSTRUCTION LAW/ GOVERNMENTAL FUNCTION,1,OBSTRUCTION LAW/ GOVERNMENTAL FUNCTION,OBSTRUCTION LAW/ GOVERNMENTAL FUNCTION,OBSTRUCTION LAW/ GOVERNMENTAL FUNCTION
OBSTRUCTION LAW/RESIST,OBSTRUCTION LAW/RESIST,1,OBSTRUCTION LAW/RESIST,OBSTRUCTION LAW/RESIST,OBSTRUCTION LAW/RESIST
OBSTRUCTION LOITERING,OBSTRUCTION LOITERING,1,OBSTRUCTION LOITERING,OBSTRUCTION LOITERING,OBSTRUCTION LOITERING
OBSTRUCTION OF,OBSTRUCTION OF,1,OBSTRUCTION OF,OBSTRUCTION OF,OBSTRUCTION OF
OBSTRUCTION OF A GOVERNMENTAL ILLEGIBLE,OBSTRUCTION OF A GOVERNMENTAL ILLEGIBLE,1,OBSTRUCTION OF A GOVERNMENTAL ILLEGIBLE,OBSTRUCTION OF A GOVERNMENTAL ILLEGIBLE,OBSTRUCTION OF A GOVERNMENTAL ILLEGIBLE
OBSTRUCTION OF A ILLEGIBLE,OBSTRUCTION OF A ILLEGIBLE,1,OBSTRUCTION OF A ILLEGIBLE,OBSTRUCTION OF A ILLEGIBLE,OBSTRUCTION OF A ILLEGIBLE
OBSTRUCTION OF A LAWFUL INVESTIGATION,OBSTRUCTION OF A LAWFUL INVESTIGATION,1,OBSTRUCTION OF A LAWFUL INVESTIGATION,OBSTRUCTION OF A LAWFUL INVESTIGATION,OBSTRUCTION OF A LAWFUL INVESTIGATION
OBSTRUCTION OF A POLICE OFFICER 2C:29-1A,OBSTRUCTION OF A POLICE OFFICER 2C:29-1A,1,OBSTRUCTION OF A POLICE OFFICER 2C:29-1A,OBSTRUCTION OF A POLICE OFFICER 2C:29-1A,OBSTRUCTION OF A POLICE OFFICER 2C:29-1A
OBSTRUCTION OF ADM. OF LAW/RESISTING ARR.,OBSTRUCTION OF ADM. OF LAW/RESISTING ARR.,1,OBSTRUCTION OF ADM. OF LAW/RESISTING ARR.,OBSTRUCTION OF ADM. OF LAW/RESISTING ARR.,OBSTRUCTION OF ADM. OF LAW/RESISTING ARR.
OBSTRUCTION OF ADMIN LAW,OBSTRUCTION OF ADMIN LAW,1,OBSTRUCTION OF ADMIN LAW,OBSTRUCTION OF ADMIN LAW,OBSTRUCTION OF ADMIN LAW
OBSTRUCTION OF ADMIN OF LAW/RESISTING,OBSTRUCTION OF ADMIN OF LAW/RESISTING,1,OBSTRUCTION OF ADMIN OF LAW/RESISTING,OBSTRUCTION OF ADMIN OF LAW/RESISTING,OBSTRUCTION OF ADMIN OF LAW/RESISTING
OBSTRUCTION OF ADMINISTRATION JUSTICE & RESISTING ARREST,OBSTRUCTION OF ADMINISTRATION JUSTICE & RESISTING ARREST,1,OBSTRUCTION OF ADMINISTRATION JUSTICE & RESISTING ARREST,OBSTRUCTION OF ADMINISTRATION JUSTICE & RESISTING ARREST,OBSTRUCTION OF ADMINISTRATION JUSTICE & RESISTING ARREST
OBSTRUCTION OF ADMINISTRATION OF JUSTICE LEWDNESS,OBSTRUCTION OF ADMINISTRATION OF JUSTICE LEWDNESS,1,OBSTRUCTION OF ADMINISTRATION OF JUSTICE LEWDNESS,OBSTRUCTION OF ADMINISTRATION OF JUSTICE LEWDNESS,OBSTRUCTION OF ADMINISTRATION OF JUSTICE LEWDNESS
OBSTRUCTION OF ADMINISTRATION OF JUSTICE RESISTING ARREST POSSESSION OF CDS AND POSSESSION WITH INTENT TO DISTRIBUTE CDS.,OBSTRUCTION OF ADMINISTRATION OF JUSTICE RESISTING ARREST POSSESSION OF CDS AND POSSESSION WITH INTENT TO DISTRIBUTE CDS.,1,OBSTRUCTION OF ADMINISTRATION OF JUSTICE RESISTING ARREST POSSESSION OF CDS AND POSSESSION WITH INTENT TO DISTRIBUTE CDS.,OBSTRUCTION OF ADMINISTRATION OF JUSTICE RESISTING ARREST POSSESSION OF CDS AND POSSESSION WITH INTENT TO DISTRIBUTE CDS.,OBSTRUCTION OF ADMINISTRATION OF JUSTICE RESISTING ARREST POSSESSION OF CDS AND POSSESSION WITH INTENT TO DISTRIBUTE CDS.
